movie_id,title,year,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year_norm
71,"Lion King, The (1994)",1994.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9473684210526315
72,"Mask, The (1994)",1994.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.9473684210526315
73,Maverick (1994),1994.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
74,Faster Pussycat! Kill! Kill! (1965),1965.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5657894736842105
75,Brother Minister: The Assassination of Malcolm X (1994),1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
76,Carlito's Way (1993),1993.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
77,"Firm, The (1993)",1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9342105263157895
78,Free Willy (1993),1993.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
79,"Fugitive, The (1993)",1993.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9342105263157895
80,Hot Shots! Part Deux (1993),1993.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9342105263157895
81,"Hudsucker Proxy, The (1994)",1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9473684210526315
82,Jurassic Park (1993),1993.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9342105263157895
83,Much Ado About Nothing (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9342105263157895
84,Robert A. Heinlein's The Puppet Masters (1994),1994.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9473684210526315
85,"Ref, The (1994)",1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
86,"Remains of the Day, The (1993)",1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
87,Searching for Bobby Fischer (1993),1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
88,Sleepless in Seattle (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9342105263157895
89,Blade Runner (1982),1982.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7894736842105263
90,So I Married an Axe Murderer (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.9342105263157895
91,"Nightmare Before Christmas, The (1993)",1993.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9342105263157895
92,True Romance (1993),1993.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9342105263157895
93,Welcome to the Dollhouse (1995),1995.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
94,Home Alone (1990),1990.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8947368421052632
95,Aladdin (1992),1992.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9210526315789473
96,Terminator 2: Judgment Day (1991),1991.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9078947368421053
97,Dances with Wolves (1990),1990.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8947368421052632
98,"Silence of the Lambs, The (1991)",1991.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9078947368421053
99,Snow White and the Seven Dwarfs (1937),1937.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19736842105263158
100,Fargo (1996),1996.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9736842105263158
101,Heavy Metal (1981),1981.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7763157894736842
102,"Aristocats, The (1970)",1970.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421
103,All Dogs Go to Heaven 2 (1996),1996.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9736842105263158
104,Theodore Rex (1995),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
105,Sgt. Bilko (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
106,Diabolique (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9736842105263158
107,Moll Flanders (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
108,Kids in the Hall: Brain Candy (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
109,Mystery Science Theater 3000: The Movie (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9736842105263158
110,Operation Dumbo Drop (1995),1995.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9605263157894737
111,"Truth About Cats & Dogs, The (1996)",1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9736842105263158
112,Flipper (1996),1996.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
114,Wallace & Gromit: The Best of Aardman Animation (1996),1996.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
115,"Haunted World of Edward D. Wood Jr., The (1995)",1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
116,Cold Comfort Farm (1995),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
117,"Rock, The (1996)",1996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9736842105263158
118,Twister (1996),1996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9736842105263158
119,Maya Lin: A Strong Clear Vision (1994),1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
120,Striptease (1996),1996.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
121,Independence Day (ID4) (1996),1996.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9736842105263158
122,"Cable Guy, The (1996)",1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
123,"Frighteners, The (1996)",1996.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9736842105263158
124,Lone Star (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9736842105263158
125,Phenomenon (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9736842105263158
126,"Spitfire Grill, The (1996)",1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
127,"Godfather, The (1972)",1972.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6578947368421053
128,Supercop (1992),1992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9210526315789473
129,Bound (1996),1996.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.9736842105263158
130,Kansas City (1996),1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
131,Breakfast at Tiffany's (1961),1961.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5131578947368421
132,"Wizard of Oz, The (1939)",1939.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2236842105263158
133,Gone with the Wind (1939),1939.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2236842105263158
134,Citizen Kane (1941),1941.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25
135,2001: A Space Odyssey (1968),1968.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.6052631578947368
136,Mr. Smith Goes to Washington (1939),1939.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2236842105263158
137,Big Night (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
138,D3: The Mighty Ducks (1996),1996.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
139,"Love Bug, The (1969)",1969.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.618421052631579
140,Homeward Bound: The Incredible Journey (1993),1993.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
141,"20,000 Leagues Under the Sea (1954)",1954.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.42105263157894735
142,Bedknobs and Broomsticks (1971),1971.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6447368421052632
143,"Sound of Music, The (1965)",1965.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5657894736842105
144,Die Hard (1988),1988.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.868421052631579
145,"Lawnmower Man, The (1992)",1992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9210526315789473
146,Unhook the Stars (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
147,"Long Kiss Goodnight, The (1996)",1996.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9736842105263158
148,"Ghost and the Darkness, The (1996)",1996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
149,Jude (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
150,Swingers (1996),1996.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
151,Willy Wonka and the Chocolate Factory (1971),1971.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6447368421052632
152,Sleeper (1973),1973.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6710526315789473
153,"Fish Called Wanda, A (1988)",1988.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.868421052631579
154,Monty Python's Life of Brian (1979),1979.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
155,Dirty Dancing (1987),1987.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8552631578947368
156,Reservoir Dogs (1992),1992.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9210526315789473
157,Platoon (1986),1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8421052631578947
158,Weekend at Bernie's (1989),1989.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.881578947368421
159,Basic Instinct (1992),1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9210526315789473
160,Glengarry Glen Ross (1992),1992.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9210526315789473
161,Top Gun (1986),1986.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8421052631578947
162,On Golden Pond (1981),1981.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7763157894736842
163,"Return of the Pink Panther, The (1974)",1974.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6842105263157895
164,"Abyss, The (1989)",1989.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.881578947368421
165,Jean de Florette (1986),1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8421052631578947
166,Manon of the Spring (Manon des sources) (1986),1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8421052631578947
167,Private Benjamin (1980),1980.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7631578947368421
168,Monty Python and the Holy Grail (1974),1974.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6842105263157895
169,"Wrong Trousers, The (1993)",1993.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
170,Cinema Paradiso (1988),1988.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.868421052631579
171,Delicatessen (1991),1991.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9078947368421053
172,"Empire Strikes Back, The (1980)",1980.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0.7631578947368421
173,"Princess Bride, The (1987)",1987.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8552631578947368
174,Raiders of the Lost Ark (1981),1981.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7763157894736842
175,Brazil (1985),1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8289473684210527
176,Aliens (1986),1986.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.8421052631578947
177,"Good, The Bad and The Ugly, The (1966)",1966.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527
178,12 Angry Men (1957),1957.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4605263157894737
179,"Clockwork Orange, A (1971)",1971.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6447368421052632
180,Apocalypse Now (1979),1979.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.75
181,Return of the Jedi (1983),1983.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.8026315789473685
182,GoodFellas (1990),1990.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8947368421052632
183,Alien (1979),1979.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.75
184,Army of Darkness (1993),1993.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.9342105263157895
185,Psycho (1960),1960.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.5
186,"Blues Brothers, The (1980)",1980.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7631578947368421
187,"Godfather: Part II, The (1974)",1974.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6842105263157895
188,Full Metal Jacket (1987),1987.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8552631578947368
189,"Grand Day Out, A (1992)",1992.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9210526315789473
190,Henry V (1989),1989.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.881578947368421
191,Amadeus (1984),1984.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8157894736842105
192,Raging Bull (1980),1980.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7631578947368421
193,"Right Stuff, The (1983)",1983.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8026315789473685
194,"Sting, The (1973)",1973.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6710526315789473
195,"Terminator, The (1984)",1984.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.8157894736842105
196,Dead Poets Society (1989),1989.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.881578947368421
197,"Graduate, The (1967)",1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5921052631578947
198,Nikita (La Femme Nikita) (1990),1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8947368421052632
199,"Bridge on the River Kwai, The (1957)",1957.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4605263157894737
200,"Shining, The (1980)",1980.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7631578947368421
201,Evil Dead II (1987),1987.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.8552631578947368
202,Groundhog Day (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9342105263157895
203,Unforgiven (1992),1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9210526315789473
204,Back to the Future (1985),1985.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8289473684210527
205,Patton (1970),1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.631578947368421
206,Akira (1988),1988.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.868421052631579
207,Cyrano de Bergerac (1990),1990.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8947368421052632
208,Young Frankenstein (1974),1974.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6842105263157895
209,This Is Spinal Tap (1984),1984.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.8157894736842105
210,Indiana Jones and the Last Crusade (1989),1989.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881578947368421
211,M*A*S*H (1970),1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.631578947368421
212,"Unbearable Lightness of Being, The (1988)",1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.868421052631579
